Date; Montly Sales ;Company;Customer Name
2018/03/01;420;none;Grimms Auto Shop
2018/03/01;5880;none;Burger and Wallace
2018/03/01;5880;none;Civils 2000 Plant Hire CC
2018/03/01;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/03/01;24860;none;Ideas Solutions
2018/03/01;27932;none;Power Construction (Pty) Ltd
2018/03/06;420;none;Afrimat Contracting International (Pty) Ltd
2018/03/06;1470;none;Caudwell Marine
2018/03/06;1470;none;Landscapers Choice
2018/03/06;1470;none;Martin & East (Pty) Ltd
2018/03/06;1470;none;Martin & East (Pty) Ltd
2018/03/06;1470;none;Western Cape Diesel Technology (Pty) Ltd
2018/03/06;2741;none;Komatsu South Africa (Pty) Ltd.
2018/03/06;2940;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2018/03/06;2940;none;Martin & East (Pty) Ltd
2018/03/06;2940;none;Tronox Namakwa Sands
2018/03/06;2940;none;Unitrans Supply Chain Solution (Pty) Ltd
2018/03/06;3335;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/03/06;5736;none;Hitachi Construction Machinery SA Co. Ltd.
2018/03/06;5880;none;Witels Verhuring (Pty) Ltd
2018/03/06;8820;none;Tronox Namakwa Sands
2018/03/06;17208;none;Hitachi Construction Machinery SA Co. Ltd.
2018/03/07;420;none;Bidvest McCarthy Volkswagen Parow
2018/03/08;-840;none;Industrial Trading Portal (Pty) Ltd
2018/03/08;420;none;UMSO construction (Pty) Ltd
2018/03/08;1040;none;Marina Nortje
2018/03/08;1470;none;Interflon
2018/03/08;2940;none;Hydrocarbon Solutions
2018/03/08;4410;none;Martin & East (Pty) Ltd
2018/03/08;4410;none;New Era PP Sacks (BOP) (Pty) Ltd t/a Gayatri Paper Western Cape
2018/03/08;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/03/08;5880;none;South African Maritime Safety Authority
2018/03/08;11760;none;Sylco Plant Hire (Pty) Ltd
2018/03/08;14739;none;Hitachi Construction Machinery SA Co. Ltd.
2018/03/08;16200;none;Essex Lubra (Pty) Ltd
2018/03/09;420;none;Toyota Beaufort West
2018/03/09;1470;none;Martin & East (Pty) Ltd
2018/03/09;1470;none;Martin & East (Pty) Ltd
2018/03/09;1505;none;Rotating Equipment Monitoring (Pty) Ltd
2018/03/09;1719;none;Rotating Equipment Monitoring (Pty) Ltd
2018/03/09;14700;none;TMS International South Africa (Pty) Ltd
2018/03/09;15259;none;Hitachi Construction Machinery SA Co. Ltd.
2018/03/09;29400;none;AfrEquip (Pty) Ltd.
2018/03/12;2940;none;Afripower (Pty) Ltd (trading as Hytec)
2018/03/13;5880;none;Averda
2018/03/13;5880;none;WP CHIPPER HIRE & SALES CC t/a AFRICA BIOMASS COMPANY
2018/03/13;14700;none;Chevron South Africa (Pty) Ltd
2018/03/14;2940;none;Martin & East (Pty) Ltd
2018/03/14;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/03/15;294;none;Fernando Meyer
16/03/2018;245;none;Ian Kennedy
16/03/2018;420;none;Ceratex
16/03/2018;1287;none;RK8 Offshore Shipmanagement (Pte) Ltd
16/03/2018;1470;none;NH3 Refrigeration
16/03/2018;2940;none;Esco Civils (Pty) Ltd
16/03/2018;2940;none;True Lubricants & Suppliers CC
16/03/2018;2940;none;Yellow Plant Specialist (PTY) LTD
16/03/2018;3312;none;RK8 Offshore Shipmanagement (Pte) Ltd
16/03/2018;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
16/03/2018;5880;none;Flac Filtration Services
16/03/2018;5880;none;UMSO construction (Pty) Ltd
16/03/2018;14340;none;Hitachi Construction Machinery SA Co. Ltd.
16/03/2018;15259;none;Hitachi Construction Machinery SA Co. Ltd.
19/03/2018;2940;none;IQ Oil Filtration CC
19/03/2018;26014;none;Benhaus Mining Services (Pty) Ltd
20/03/2018;1470;none;Alliance Oil
20/03/2018;1470;none;Hydraulic tools (Pty) Ltd
20/03/2018;2940;none;IMP Laboratory Management Services (Pty) Ltd
20/03/2018;5880;none;Maxilube CC
22/03/2018;840;none;DHT Holding Africa (Trading as Cisco)
22/03/2018;1260;none;Kayla Africa Suppliers & Distributors cc
22/03/2018;2940;none;Hydrocarbon Solutions
22/03/2018;5880;none;Unitrans Supply Chain Solution (Pty) Ltd
22/03/2018;8820;none;JHL Machine Hire
22/03/2018;14700;none;Black Mountain Mining (Pty) Ltd
22/03/2018;14700;none;High Power Equipment Africa (Pty) Ltd
22/03/2018;14739;none;Hitachi Construction Machinery SA Co. Ltd.
22/03/2018;22138;none;Martin & East (Pty) Ltd
23/03/2018;420;none;Riaan's Auto Repairs CC
23/03/2018;734;none;Mr. Ingo Steinhage
23/03/2018;7350;none;The South African Breweries (Pty) Ltd
23/03/2018;14700;none;Afrimat Aggregates (Operations) (Pty) Ltd
23/03/2018;14700;none;Sitona
23/03/2018;28680;none;Hitachi Construction Machinery SA Co. Ltd.
2018/03/26;77;none;Two Ships Filtration (Pty) Ltd
2018/03/26;420;none;Nano Energy Africa
2018/03/26;420;none;Swartland Logistics
2018/03/26;3515;none;De Beers Group Services P/L
2018/03/26;7184;none;De Beers Group Services P/L
2018/03/28;420;none;Eco Energy CC
2018/03/28;1470;none;Compass Trawling (Pty) Ltd
2018/03/28;1470;none;South End Lubricants
2018/03/28;2940;none;C.T.C Plant Company (Pty) Ltd
2018/03/28;5880;none;Blue Continent Products (Pty) Lt
2018/03/28;5880;none;Martin & East (Pty) Ltd
2018/03/28;5880;none;UMSO construction (Pty) Ltd
2018/03/28;14700;none;TMS International South Africa (Pty) Ltd
2018/03/28;17640;none;Irvin & Johnson Limited
2018/03/28;17640;none;Perfect Filtration (Pty) Ltd
2018/03/28;32887;none;Komatsu South Africa (Pty) Ltd.
2018/03/28;46339;none;Condition Monitoring Specialists (Pty) Ltd
2018/03/29;1470;none;Balancing Shop
2018/03/31;1911;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/03/31;7394;none;Tradeon CC
2018/04/03;2940;none;Alliance Oil
2018/04/03;5880;none;Black Mountain Mining (Pty) Ltd
2018/04/04;2940;none;Western Cape Lubricants (Pty) Ltd
2018/04/04;5880;none;SOS Oil & Lubricant Distributors (Pty) Ltd
2018/04/04;5880;none;Tronox Namakwa Sands
2018/04/04;16200;none;Essex Lubra (Pty) Ltd
2018/04/05;2940;none;Afripower (Pty) Ltd (trading as Hytec)
2018/04/05;5880;none;Civils 2000 Plant Hire CC
2018/04/05;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/04/05;17648;none;Martin & East (Pty) Ltd
2018/04/06;150;none;Eskom Holding Ltd (Koeberg)
2018/04/06;1470;none;Motorite Administrators (Pty) Ltd
2018/04/06;2940;none;African Marine Solutions Group (Pty) Ltd
2018/04/06;2940;none;Dolphin Offshore Chandling (Pty) Ltd
2018/04/06;2940;none;Rotating Equipment Monitoring (Pty) Ltd
2018/04/06;3050;none;International George (Trading as Adstock Traders CC)
2018/04/06;8351;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/04/06;8351;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/04/06;26014;none;Benhaus Mining Services (Pty) Ltd
2018/04/06;49720;none;Ideas Solutions
2018/04/09;420;none;T & T Concrete (Pty) Ltd
2018/04/10;350;none;Total
2018/04/10;420;none;Oostenberg Technical Services
2018/04/10;533;none;Brandwacht Diesel & Turbo
2018/04/10;2940;none;Interflon
2018/04/10;2940;none;United Lubricants
2018/04/10;5880;none;Filter Focus SA (Pty) Ltd
2018/04/10;5880;none;Tronox Namakwa Sands
2018/04/10;14310;none;RCL Foods Sugar and Milling (Pty) Ltd
2018/04/10;14700;none;TMS International South Africa (Pty) Ltd
2018/04/11;2940;none;African Marine Solutions Group (Pty) Ltd
2018/04/11;2940;none;Hydrocarbon Solutions
2018/04/12;420;none;Bermar Hydraulics CC
2018/04/12;1470;none;Moov Fuel (Pty) Ltd
2018/04/12;1590;none;Apollo Air CC
2018/04/12;2893;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/04/12;2940;none;Afrimat Contracting International (Pty) Ltd
2018/04/12;5880;none;WBHO Construction (Pty) Ltd
2018/04/12;28680;none;Hitachi Construction Machinery SA Co. Ltd.
2018/04/12;29400;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/04/13;420;none;Paul Beachy Head (Belmont)
2018/04/13;1470;none;Western Cape Diesel Technology (Pty) Ltd
2018/04/13;2940;none;African Marine Solutions Group (Pty) Ltd
2018/04/13;4410;none;African Marine Solutions Group (Pty) Ltd
2018/04/13;4940;none;IQ Oil Filtration CC
2018/04/13;14700;none;The South African Breweries (Pty) Ltd
2018/04/16;399;none;Hitachi Construction Machinery SA Co. Ltd.
2018/04/16;2940;none;GW Base and Industrial Minerals
2018/04/16;14700;none;Moreson Grondverskuiwers
2018/04/17;2940;none;Witels Verhuring (Pty) Ltd
2018/04/17;5880;none;High Power Equipment Africa (Pty) Ltd
2018/04/17;16201;none;Martin & East (Pty) Ltd
2018/04/17;27030;none;Wang Peiguo
2018/04/18;52;none;Martin & East (Pty) Ltd
2018/04/18;1470;none;Peninsula Power Products (Pty) Ltd
2018/04/18;1650;none;Cadcon (Pty) Ltd
2018/04/18;2940;none;Atlantis Sand Sales CC
2018/04/18;3500;none;IQ Oil Filtration CC
2018/04/18;5880;none;Alfapower
2018/04/18;8820;none;UMSO construction (Pty) Ltd
2018/04/18;14700;none;The South African Breweries (Pty) Ltd
2018/04/18;48360;none;Condition Monitoring Specialists (Pty) Ltd
2018/04/19;420;none;Kabamakgopa Engineering Drives
2018/04/19;1470;none;Fairbrother Geotechnical Engineering CC
2018/04/19;2940;none;JVZ Plant CC
2018/04/19;2968;none;Latitude Technologies CC
2018/04/19;3360;none;CBS Plant (Pty) Ltd
2018/04/19;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/04/19;43419;none;Hitachi Construction Machinery SA Co. Ltd.
2018/04/20;267;none;Brandwacht Diesel & Turbo
2018/04/20;420;none;Nano Energy Africa
2018/04/20;2940;none;Hydrocarbon Solutions
2018/04/20;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/04/20;6686;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/04/20;28680;none;Hitachi Construction Machinery SA Co. Ltd.
2018/04/23;1470;none;Marvan Precision Engineering Works (Pty) Ltd
2018/04/23;1590;none;Airwise Air Conditioning
2018/04/23;3180;none;A-C & R Components (Pty) Ltd
2018/04/23;11760;none;WBHO Construction (Pty) Ltd
2018/04/23;101402;none;Komatsu South Africa (Pty) Ltd.
2018/04/24;420;none;CCJ Diesel & Petrol Auto Mechanical Workshop (Pty) Ltd
2018/04/24;1470;none;African Marine Solutions Group (Pty) Ltd
2018/04/24;1470;none;Oostenberg Technical Services
2018/04/24;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/04/24;19162;none;Martin & East (Pty) Ltd
2018/04/25;1470;none;DM Service Centre
2018/04/26;298;none;National Ship Chandlers
2018/04/26;2940;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2018/04/30;1508;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/04/30;4410;none;Brenntag South Africa (Pty) Ltd
2018/04/30;7950;none;Tradeon CC
2018/04/30;8820;none;Sylco Plant Hire (Pty) Ltd
2018/05/03;2940;none;Harkers Automotive Engineering CC
2018/05/03;2940;none;M and L Forklifts CC
2018/05/03;16200;none;Essex Lubra (Pty) Ltd
2018/05/04;1470;none;Interflon
2018/05/04;2893;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/05/04;2940;none;Optima Hydraulics (Pty) Ltd
2018/05/04;2940;none;Rotating Equipment Monitoring (Pty) Ltd
2018/05/04;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/05/04;13230;none;Duferco Steel Processing (Pty) Ltd
2018/05/04;15900;none;GEA Refrigeration Africa (Pty) Ltd
2018/05/04;24860;none;Ideas Solutions
2018/05/04;26014;none;Benhaus Mining Services (Pty) Ltd
2018/05/08;1470;none;RGA NEO Technologies CC
2018/05/08;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/05/08;5880;none;High Power Equipment Africa (Pty) Ltd
2018/05/08;5880;none;IQ Oil Filtration CC
2018/05/08;5880;none;Nova Vida Trades (Pty) Ltd
2018/05/08;14700;none;TMS International South Africa (Pty) Ltd
2018/05/08;14739;none;Hitachi Construction Machinery SA Co. Ltd.
2018/05/09;522;none;Grant Brazer
2018/05/09;2100;none;Africa Amanzi Solutions (Pty) Ltd
2018/05/09;2940;none;C.T.C Plant Company (Pty) Ltd
2018/05/09;5880;none;Civils 2000 Plant Hire CC
2018/05/09;5880;none;Witels Verhuring (Pty) Ltd
2018/05/09;23520;none;High Power Equipment Africa (Pty) Ltd
2018/05/09;27406;none;Komatsu South Africa (Pty) Ltd.
2018/05/10;147;none;C.S.G Werkswinkel
2018/05/10;2100;none;Martin & East (Pty) Ltd
2018/05/10;2600;none;HCS Filtration Solutions (Pty) Ltd
2018/05/10;2940;none;Hydrocarbon Solutions
2018/05/10;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/05/10;5880;none;Moov Fuel (Pty) Ltd
2018/05/10;17739;none;Martin & East (Pty) Ltd
2018/05/11;147;none;JC Smith
2018/05/11;14700;none;Irvin & Johnson Limited
2018/05/11;14700;none;Sitona
2018/05/14;420;none;Wepex
2018/05/14;2940;none;Humulani Marketing (Pty) Ltd t/a CSE Equipment Co.
2018/05/14;8820;none;Kleenoil South Africa
2018/05/15;2000;none;IQ Oil Filtration CC
2018/05/15;30518;none;Hitachi Construction Machinery SA Co. Ltd.
2018/05/16;1470;none;Comarco Marine RSA
2018/05/16;1590;none;Petec Services (Pty) Ltd
2018/05/16;2893;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/05/16;2940;none;Yellow Plant Specialist (PTY) LTD
2018/05/16;5880;none;Averda
2018/05/16;5880;none;BrocSand (Pty) Ltd
2018/05/16;29400;none;AfrEquip (Pty) Ltd.
2018/05/17;420;none;SA Air Compressor
2018/05/17;1590;none;Comar Chemicals (PTY) LTD
2018/05/17;2757;none;Hitachi Construction Machinery SA Co. Ltd.
2018/05/17;2940;none;Monterama Plant Hire (Pty) Ltd
2018/05/17;2940;none;Two Ships Filtration (Pty) Ltd
2018/05/17;4410;none;PNN Ship Suppliers & Logistics CC
2018/05/17;14700;none;Chevron South Africa (Pty) Ltd
2018/05/17;17640;none;Perfect Filtration (Pty) Ltd
2018/05/18;1838;none;Hitachi Construction Machinery SA Co. Ltd.
2018/05/18;3506;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/05/18;3506;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/05/18;73996;none;Komatsu South Africa (Pty) Ltd.
2018/05/21;14700;none;Black Mountain Mining (Pty) Ltd
2018/05/23;245;none;United Plumbing Works
2018/05/23;1470;none;Consol Glass Propietary Limited
2018/05/23;1470;none;Consol Glass Propietary Limited
2018/05/23;1590;none;Petec Services (Pty) Ltd
2018/05/23;2940;none;Moov Fuel (Pty) Ltd
2018/05/23;2940;none;Rotating Equipment Monitoring (Pty) Ltd
2018/05/23;2940;none;South End Lubricants
2018/05/23;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/05/23;5880;none;Dieci Services Western Cape CC t/a Dieci Southern Africa
2018/05/23;7350;none;African Marine Solutions Group (Pty) Ltd
2018/05/23;16170;none;Martin & East (Pty) Ltd
2018/05/25;2940;none;Afrimat Contracting International (Pty) Ltd
2018/05/25;2940;none;Afrimat Contracting International (Pty) Ltd
2018/05/25;3787;none;Hitachi Construction Machinery SA Co. Ltd.
2018/05/25;5736;none;Hitachi Construction Machinery SA Co. Ltd.
2018/05/25;5880;none;Afrimat Contracting International (Pty) Ltd
2018/05/25;5880;none;Moreson Grondverskuiwers
2018/05/25;5880;none;WP CHIPPER HIRE & SALES CC t/a AFRICA BIOMASS COMPANY
2018/05/25;16200;none;Essex Lubra (Pty) Ltd
2018/05/25;26014;none;Benhaus Mining Services (Pty) Ltd
2018/05/25;29400;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/05/28;1250;none;IQ Oil Filtration CC
2018/05/28;1470;none;Freight Facilitators (Pty) Ltd
2018/05/28;1470;none;Pro Oil SA CC
2018/05/28;2940;none;Seascape Marine Services (Pty) Ltd
2018/05/28;4410;none;New Era PP Sacks (BOP) (Pty) Ltd t/a Gayatri Paper Western Cape
2018/05/31;420;none;Moov Fuel (Pty) Ltd
2018/05/31;1419;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/05/31;1470;none;African Marine Solutions Group (Pty) Ltd
2018/05/31;1470;none;Maxilube CC
2018/05/31;2400;none;Benhaus Mining Services (Pty) Ltd
2018/05/31;2940;none;Consol Glass Propietary Limited
2018/05/31;2940;none;Esco Civils (Pty) Ltd
2018/05/31;2940;none;Hydrocarbon Solutions
2018/05/31;5786;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/05/31;10574;none;Tradeon CC
2018/05/31;13966;none;Power Construction (Pty) Ltd
2018/05/31;14700;none;Duferco Steel Processing (Pty) Ltd
2018/05/31;14700;none;TMS International South Africa (Pty) Ltd
2018/05/31;26650;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/05/31;29400;none;AfrEquip (Pty) Ltd.
2018/06/04;1529;none;K2017146793 (South Africa) (Pty) Ltd t/a Safar Lubricants
2018/06/04;1590;none;Petec Services (Pty) Ltd
2018/06/04;11760;none;Sylco Plant Hire (Pty) Ltd
2018/06/05;437;none;Meatrite Goodwood (Pty) Ltd
2018/06/05;3058;none;Interflon
2018/06/06;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/06/06;6115;none;Averda
2018/06/06;6115;none;C.T.C Plant Company (Pty) Ltd
2018/06/06;6115;none;Civils 2000 Plant Hire CC
2018/06/06;6115;none;Wearex (Pty) Ltd
2018/06/06;14525;none;Power Construction (Pty) Ltd
2018/06/06;15288;none;Black Mountain Mining (Pty) Ltd
2018/06/07;-5880;none;Alfapower
2018/06/07;260;none;African Marine Solutions Group (Pty) Ltd
2018/06/07;437;none;Benhaus Mining Services (Pty) Ltd
2018/06/07;520;none;African Marine Solutions Group (Pty) Ltd
2018/06/07;2557;none;De Beers Group Services P/L
2018/06/07;3058;none;Alliance Oil
2018/06/07;3058;none;Witels Verhuring (Pty) Ltd
2018/06/07;6115;none;Tronox Namakwa Sands
2018/06/07;14340;none;Hitachi Construction Machinery SA Co. Ltd.
2018/06/07;15288;none;Sitona
2018/06/08;437;none;Moov Fuel (Pty) Ltd
2018/06/08;1529;none;Yellow Plant Specialist (PTY) LTD
2018/06/08;1654;none;Afripower (Pty) Ltd (trading as Hytec)
2018/06/08;4586;none;The South African Breweries (Pty) Ltd
2018/06/08;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/06/08;6115;none;Cape Lime (Pty) Ltd (Vredendal)
2018/06/11;3828;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/06/11;5736;none;Hitachi Construction Machinery SA Co. Ltd.
2018/06/11;6115;none;JVZ Plant CC
2018/06/11;6115;none;UMSO construction (Pty) Ltd
2018/06/11;9173;none;High Power Equipment Africa (Pty) Ltd
2018/06/11;27610;none;Martin & East (Pty) Ltd
2018/06/13;437;none;Moov Fuel (Pty) Ltd
2018/06/13;1529;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/06/13;3009;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/06/13;6115;none;Filter Focus SA (Pty) Ltd
2018/06/13;9173;none;JHL Machine Hire
2018/06/13;15288;none;The South African Breweries (Pty) Ltd
2018/06/15;437;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/06/15;3058;none;K.A Haug t/a Tugela Steel
2018/06/15;3724;none;RK8 Offshore Shipmanagement (Pte) Ltd
2018/06/15;6115;none;Tronox Namakwa Sands
2018/06/15;6115;none;UMSO construction (Pty) Ltd
2018/06/15;9026;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/06/15;15288;none;TMS International South Africa (Pty) Ltd
2018/06/15;18311;none;Hitachi Construction Machinery SA Co. Ltd.
2018/06/15;27054;none;Benhaus Mining Services (Pty) Ltd
2018/06/15;37290;none;Ideas Solutions
2018/06/18;-51;none;SOS Oil & Lubricant Distributors (Pty) Ltd
2018/06/18;51;none;SOS Oil & Lubricant Distributors (Pty) Ltd
2018/06/19;103;none;Martin & East (Pty) Ltd
2018/06/19;3058;none;MAN Diesel & Turbo South Africa (Pty) Ltd
2018/06/19;4586;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/06/19;6115;none;Witels Verhuring (Pty) Ltd
2018/06/19;7644;none;Commercial Cold Storage (Pty) Ltd
2018/06/20;16536;none;Procold Refrigeration Services CC
2018/06/21;1529;none;Rotating Equipment Monitoring (Pty) Ltd
2018/06/21;3058;none;Moov Fuel (Pty) Ltd
2018/06/22;9173;none;Civils 2000 Plant Hire CC
2018/06/22;16536;none;Procold Refrigeration Services CC
2018/06/22;18710;none;Perfect Filtration (Pty) Ltd
2018/06/22;28680;none;Hitachi Construction Machinery SA Co. Ltd.
2018/06/22;36622;none;Hitachi Construction Machinery SA Co. Ltd.
2018/06/25;14255;none;Komatsu South Africa (Pty) Ltd.
2018/06/26;1529;none;International Mining & Dredging SA (Pty) Ltd
2018/06/26;3058;none;CBS Plant (Pty) Ltd
2018/06/26;3058;none;Commercial Cold Storage (Pty) Ltd
2018/06/26;3058;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2018/06/26;4586;none;Commercial Cold Storage (Ports) (Pty) Ltd
2018/06/26;6115;none;Cape Lime (Pty) Ltd (Vredendal)
2018/06/26;13229;none;Alplas Plastics (Pty) Ltd
2018/06/26;61036;none;Hitachi Construction Machinery SA Co. Ltd.
2018/06/27;496;none;Future Air
2018/06/27;1223;none;International Mining & Dredging SA (Pty) Ltd
2018/06/27;3058;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/06/28;690;none;Scientific Services CC
2018/06/28;874;none;Bermar Hydraulics CC
2018/06/28;1529;none;Antonio's Engine Rebuilders (PTY) LTD
2018/06/28;3058;none;Torq Industries (Pty) Ltd
2018/06/28;6115;none;Hydrocarbon Solutions
2018/06/28;15288;none;Irvin & Johnson Limited
2018/06/28;24860;none;Ideas Solutions
2018/06/29;277;none;Hydrocarbon Solutions
2018/06/29;437;none;IMP Calibration Services
2018/06/29;1529;none;First Cut (Pty) Ltd
2018/06/29;1747;none;Condition Monitoring Specialists (Pty) Ltd
2018/06/29;1876;none;De Beers Group Services P/L
2018/06/29;3058;none;Hydrocarbon Solutions
2018/06/29;3058;none;Petromarine (Pty) Ltd
2018/06/29;3307;none;Procold Refrigeration Services CC
2018/06/29;4407;none;MAN Diesel & Turbo South Africa (Pty) Ltd
2018/06/29;15288;none;Chevron South Africa (Pty) Ltd
2018/06/29;16200;none;Essex Lubra (Pty) Ltd
2018/06/29;26747;none;Tradeon CC
2018/06/29;27054;none;Benhaus Mining Services (Pty) Ltd
2018/06/30;2729;none;HCS Hydrocarbon Solutions LLC (Kleen Oils)
2018/07/04;-15288;none;Irvin & Johnson Limited
2018/07/04;364;none;TMS International South Africa (Pty) Ltd
2018/07/04;1529;none;K2017146793 (South Africa) (Pty) Ltd t/a Safar Lubricants
2018/07/04;1654;none;Apollo Air CC
2018/07/04;3058;none;C.T.C Plant Company (Pty) Ltd
2018/07/04;3058;none;International George (Trading as Adstock Traders CC)
2018/07/04;6115;none;BrocSand (Pty) Ltd
2018/07/04;6115;none;Burger and Wallace
2018/07/04;6115;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2018/07/04;15288;none;TMS International South Africa (Pty) Ltd
2018/07/04;16536;none;Irvin & Johnson Limited
2018/07/05;3058;none;Monterama Plant Hire (Pty) Ltd
2018/07/05;3879;none;Eickhoff South Africa (Pty) Ltd
2018/07/05;8320;none;IQ Oil Filtration CC
2018/07/05;99785;none;Komatsu South Africa (Pty) Ltd.
2018/07/06;-14700;none;West Coast Civils CC
2018/07/06;12230;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/07/06;15288;none;Sitona
2018/07/06;61036;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/07/09;3058;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/07/09;6017;none;Great Karoo Crushing (Pty) Ltd (trading as Haw-lnglis)
2018/07/10;302;none;Berts Bricks
2018/07/10;2174;none;Western Cape Boreholes
2018/07/10;3058;none;Alliance Oil
2018/07/10;3058;none;ISO-Reliability Partners (Pty) Ltd
2018/07/10;3058;none;Kleenoil South Africa
2018/07/10;4586;none;The South African Breweries (Pty) Ltd
2018/07/10;6530;none;Rotating Equipment Monitoring (Pty) Ltd
2018/07/10;15288;none;Black Mountain Mining (Pty) Ltd
2018/07/10;15288;none;High Power Equipment Africa (Pty) Ltd
2018/07/10;15288;none;IQ Oil Filtration CC
2018/07/11;1310;none;MAN Diesel & Turbo South Africa (Pty) Ltd
2018/07/11;2293;none;International Mining & Dredging SA (Pty) Ltd
2018/07/11;6115;none;Tronox Namakwa Sands
2018/07/11;26044;none;Martin & East (Pty) Ltd
2018/07/13;8997;none;De Beers Group Services P/L
2018/07/16;6115;none;Cape Lime (Pty) Ltd (Vredendal)
2018/07/16;14525;none;Power Construction (Pty) Ltd
2018/07/17;437;none;Capricorn Petroleum Products
2018/07/17;452;none;Malmoza Logistics (Pty) Ltd
2018/07/17;489;none;Mr. A. Taglzaro
2018/07/17;1529;none;Interflon
2018/07/17;3058;none;Atlantis Sand Sales CC
2018/07/17;3058;none;C.T.C Plant Company (Pty) Ltd
2018/07/17;5736;none;Hitachi Construction Machinery SA Co. Ltd.
2018/07/17;9173;none;Tronox Namakwa Sands
2018/07/17;19103;none;Indorama Eleme Petrochemicals Company Ltd
2018/07/18;979;none;VFM Marketing
2018/07/18;6115;none;UMSO construction (Pty) Ltd
2018/07/20;156;none;Martin & East (Pty) Ltd
2018/07/20;1520;none;Exone Oil Purification
2018/07/20;1529;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/07/20;6115;none;Commercial Cold Storage (Pty) Ltd
2018/07/20;9173;none;Brenntag South Africa (Pty) Ltd
2018/07/20;9173;none;Civils 2000 Plant Hire CC
2018/07/20;28510;none;Komatsu South Africa (Pty) Ltd.
2018/07/20;61036;none;Hitachi Construction Machinery Africa (Pty) Ltd
2018/07/23;1529;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2018/07/23;3058;none;Surepower Trading Co.(Pty) Ltd t/a Surepower Generator Services
2018/07/23;9173;none;Moreson Grondverskuiwers
2018/07/23;15288;none;WBHO Construction (Pty) Ltd
2018/07/23;30576;none;Afrimat Aggregates (Operations) (Pty) Ltd
2018/07/24;1529;none;African Marine Solutions Group (Pty) Ltd
2018/07/24;6115;none;Unitrans Supply Chain Solution (Pty) Ltd
2018/07/24;27054;none;Benhaus Mining Services (Pty) Ltd
2018/07/24;50296;none;Condition Monitoring Specialists (Pty) Ltd
2018/07/25;-16536;none;Procold Refrigeration Services CC
2018/07/25;3058;none;Afrimat Contracting International (Pty) Ltd
2018/07/25;6115;none;Burger and Wallace
2018/07/25;6115;none;Cape Lime Langvlei Robertson
2018/07/25;30576;none;Lafarge Industries South Africa (Pty) Ltd
2018/07/25;61036;none;Hitachi Construction Machinery Africa (Pty) Ltd
