Date; Montly Sales ;Company;Customer Name
2025/10/15;5008;TFM;Wimann Electrical
2025/10/15;5861;TFM;Kaltron Electrical Engineering (Pty) Ltd
2025/10/15;6364;TFM;Electrical Substation Services
2025/10/15;8791;TFM;Kwena Laboratories
2025/10/15;10598;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/10/15;10690;TFM;Sisu Trading (Pty) Ltd
2025/10/15;11787;TFM;AM Transformer Services (Pty) Ltd
2025/10/15;18337;TFM;Spiph Transformers (Pty) Ltd
2025/10/15;23329;TFM;Kaltron Electrical Engineering (Pty) Ltd
2025/10/15;27987;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/10/15;29468;TFM;CDR Technical Services
2025/10/15;32513;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/10/16;51182;TFM;Phillip Petlele Trading
2025/10/17;118;TFM;Perfect Filtration (Pty) Ltd
2025/10/17;118;TFM;Perfect Filtration (Pty) Ltd
2025/10/17;175;TFM;QP Electrical CC t/a Ngwenyama
2025/10/17;175;TFM;QP Electrical CC t/a Ngwenyama
2025/10/17;525;TFM;QP Electrical CC t/a Ngwenyama
2025/10/17;577;TFM;Elwin Transformers & Switchgear
2025/10/17;577;TFM;Jas Engineering CC
2025/10/17;583;TFM;OPM Industrial
2025/10/17;597;TFM;Bureau Veritas Gazelle (Pty) Ltd
2025/10/17;875;TFM;Novas Lubricants (Pty) Ltd
2025/10/17;1001;TFM;Total Substation Services
2025/10/17;1087;TFM;Ukwazi Engineering (Pty) Ltd
2025/10/17;1225;TFM;QP Electrical CC t/a Ngwenyama
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1228;TFM;PNC Oil (Pty) Ltd
2025/10/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/10/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/10/17;2000;TFM;Perfect Filtration (Pty) Ltd
2025/10/17;2174;TFM;Volt Amp Technologies
2025/10/17;2411;TFM;PD Otto
2025/10/17;2452;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/10/17;2619;TFM;QP Electrical CC t/a Ngwenyama
2025/10/17;2870;TFM;ICU Electrical CC
2025/10/17;2930;TFM;PNC Oil (Pty) Ltd
2025/10/17;2947;TFM;AM Transformer Services (Pty) Ltd
2025/10/17;3274;TFM;Zufi Engineering (Pty) Ltd
2025/10/17;3613;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/10/17;3684;TFM;PNC Oil (Pty) Ltd
2025/10/17;3684;TFM;PNC Oil (Pty) Ltd
2025/10/17;4666;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/17;4666;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/17;4798;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/17;5577;TFM;Blackbird Trading 405 (Pty) Ltd T/A Tecc Oil
2025/10/17;7225;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/10/17;7367;TFM;PNC Oil (Pty) Ltd
2025/10/17;10887;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/17;12951;TFM;Marc Transformers (Pty) Ltd
2025/10/17;17190;TFM;PNC Oil (Pty) Ltd
2025/10/17;41256;TFM;QJ Inspection and Consulting Services (Pty) Ltd
2025/10/18;398;TFM;Aurum Metals
2025/10/18;437;TFM;Jas Engineering CC
2025/10/18;3929;TFM;QP Electrical CC t/a Ngwenyama
2025/10/18;3929;TFM;QP Electrical CC t/a Ngwenyama
2025/10/18;5861;TFM;Perfect Filtration (Pty) Ltd
2025/10/18;7609;TFM;ICU Electrical CC
2025/10/18;7720;TFM;Lone Africa Limited
2025/10/18;7858;TFM;QP Electrical CC t/a Ngwenyama
2025/10/18;18282;TFM;Deltatech CC
2025/10/18;30614;TFM;Perfect Filtration (Pty) Ltd
2025/10/19;251;TFM;Sisu Trading (Pty) Ltd
2025/10/19;339;TFM;Blackbird Trading 405 (Pty) Ltd T/A Tecc Oil
2025/10/19;372;TFM;Perfect Filtration (Pty) Ltd
2025/10/19;394;TFM;Advance Power Solutions
2025/10/19;407;TFM;Lifestyle Mining
2025/10/19;437;TFM;Q-Base
2025/10/19;444;TFM;RWW Engineering (Pty) Ltd
2025/10/19;656;TFM;Viking Oil Solutions
2025/10/19;656;TFM;Viking Oil Solutions
2025/10/19;656;TFM;Novas Lubricants (Pty) Ltd
2025/10/19;1312;TFM;Volt Amp Technologies
2025/10/19;2639;TFM;DMX Electrical
2025/10/19;2639;TFM;DMX Electrical
2025/10/19;3062;TFM;Viking Oil Solutions
2025/10/19;7367;TFM;Spiph Transformers (Pty) Ltd
2025/10/19;9296;TFM;Blackbird Trading 405 (Pty) Ltd T/A Tecc Oil
2025/10/19;11289;TFM;AM Transformer Services (Pty) Ltd
2025/10/19;21283;TFM;Chemrotech
2025/10/20;766;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/10/20;6278;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/10/20;6549;TFM;Exone Oil Purification
2025/10/20;16989;TFM;Mikarie CC T/A Transformer Solutions
2025/10/21;-309249;TFM;FCR Oil
2025/10/21;35354;TFM;ElectroCam Projects (Pty) Ltd
2025/10/22;118;TFM;Perfect Filtration (Pty) Ltd
2025/10/22;125;TFM;Advance Power Solutions
2025/10/22;278;TFM;Transformer Tech Repair
2025/10/22;376;TFM;Spiph Transformers (Pty) Ltd
2025/10/22;583;TFM;E-multi
2025/10/22;583;TFM;E-multi
2025/10/22;583;TFM;Jas Engineering CC
2025/10/22;978;TFM;Filteg Power Industries CC
2025/10/22;1299;TFM;ACDC Eswatini T/A MANS Engineering
2025/10/22;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/10/22;1473;TFM;Advance Power Solutions
2025/10/22;1637;TFM;Chemrotech
2025/10/22;2007;TFM;Gakennoshi Power Projects
2025/10/22;2619;TFM;QP Electrical CC t/a Ngwenyama
2025/10/22;2935;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/10/22;3248;TFM;Tranquil Predictive Solutions CC
2025/10/22;3274;TFM;Siza Wonke Electrical
2025/10/22;3280;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/10/22;6522;TFM;Marthinusen and Coutts
2025/10/22;9168;TFM;QP Electrical CC t/a Ngwenyama
2025/10/22;9326;TFM;Betach (Pty) Ltd
2025/10/22;18209;TFM;Perfect Filtration (Pty) Ltd
2025/10/22;19154;TFM;QJ Inspection and Consulting Services (Pty) Ltd
2025/10/23;437;TFM;Elwin Transformers & Switchgear
2025/10/23;583;TFM;DMX Electrical
2025/10/23;1087;TFM;Wimann Electrical
2025/10/23;1243;TFM;Viking Oil Solutions
2025/10/23;2246;TFM;Transformer Trading and Repairs CC
2025/10/23;2790;TFM;MV & LV Electrical
2025/10/23;2930;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/23;3913;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/10/23;4911;TFM;Filtration Management Solutions
2025/10/23;5861;TFM;Perfect Filtration (Pty) Ltd
2025/10/23;8186;TFM;Shalom Holdings (Pty) Ltd
2025/10/23;11460;TFM;Brenique Electrical
2025/10/23;20034;TFM;W and A Advance Projects
2025/10/23;21774;TFM;Kaltron Electrical Engineering (Pty) Ltd
2025/10/23;39236;TFM;Perfect Filtration (Pty) Ltd
2025/10/25;437;TFM;Jas Engineering CC
2025/10/26;163;TFM;Roshqott (Pty) Ltd
2025/10/26;319;TFM;PNC Oil (Pty) Ltd
2025/10/26;583;TFM;DMX Electrical
2025/10/26;656;TFM;Novas Lubricants (Pty) Ltd
2025/10/26;656;TFM;Viking Oil Solutions
2025/10/26;1628;TFM;Tshipako Holdings
2025/10/26;2174;TFM;Whose Who Electrical
2025/10/26;3185;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/10/26;5861;TFM;Spiph Transformers (Pty) Ltd
2025/10/27;219;TFM;MJ Total Power Solutions
2025/10/27;432;TFM;Transformer & Switchgear Maintenance Solutions CC
2025/10/27;1909;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/10/27;3688;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/10/27;4092;TFM;Eya Bantu Professional Services PE (Pty) Ltd
2025/10/27;17955;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/10/27;23329;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/10/28;519;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/10/28;583;TFM;OPM Industrial
2025/10/28;583;TFM;DMX Electrical
2025/10/28;583;TFM;DMX Electrical
2025/10/28;650;TFM;Edgeline
2025/10/28;1717;TFM;Exone Oil Purification
2025/10/28;3274;TFM;FS Electrical
2025/10/28;3490;TFM;Acticell CC
2025/10/28;4363;TFM;Anglo Oil Filtration (Pty) Ltd
2025/10/28;4420;TFM;Sisu Trading (Pty) Ltd
2025/10/28;5003;TFM;Acticell CC
2025/10/28;5297;TFM;AM Transformer Services (Pty) Ltd
2025/10/28;9958;TFM;Mikarie CC T/A Transformer Solutions
2025/10/28;10380;TFM;H.M. Transformer Service CC
2025/10/28;11042;TFM;Vac Transformers
2025/10/28;12686;TFM;Jay W Technical Services
2025/10/28;12727;TFM;Electrical Substation Services
2025/10/28;33889;TFM;Spiph Transformers (Pty) Ltd
2025/10/28;35214;TFM;Equinox Power Solutions
2025/10/29;577;TFM;Elwin Transformers & Switchgear
2025/10/29;650;TFM;Total Substation Services
2025/10/29;875;TFM;Novas Lubricants (Pty) Ltd
2025/10/29;1087;TFM;Volt Amp Technologies
2025/10/29;1628;TFM;Perfect Filtration (Pty) Ltd
2025/10/29;1668;TFM;Acticell CC
2025/10/29;2174;TFM;Canyon Springs Investments 49 PTY Ltd t/a Heriek High Voltage
2025/10/29;3111;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/29;4175;TFM;Perfect Filtration (Pty) Ltd
2025/10/29;4911;TFM;FS Electrical
2025/10/29;6221;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/29;8186;TFM;Chemrotech
2025/10/29;8769;TFM;PF Projects
2025/10/29;14734;TFM;Live Line Electrical
2025/10/29;16371;TFM;Total Substation Services
2025/10/29;26806;TFM;Deltatech CC
2025/10/29;39889;TFM;Consolidated Wire Industries (Pty) Ltd
2025/10/30;81;TFM;Winding Technologies (Pty) Ltd
2025/10/30;104;TFM;PNC Oil (Pty) Ltd
2025/10/30;122;TFM;JBN Power Group
2025/10/30;125;TFM;Advance Power Solutions
2025/10/30;125;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/10/30;244;TFM;Simplex Africa (Pty) Ltd
2025/10/30;650;TFM;Exone Oil Purification
2025/10/30;1226;TFM;ICU Electrical CC
2025/10/30;1299;TFM;Marc Transformers (Pty) Ltd
2025/10/30;1332;TFM;PNC Oil (Pty) Ltd
2025/10/30;1555;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/30;1555;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/30;1555;TFM;Kaltron Electrical Engineering (Pty) Ltd
2025/10/30;1637;TFM;Armcoil
2025/10/30;1637;TFM;PF Projects
2025/10/30;2007;TFM;Gakennoshi Power Projects
2025/10/30;2272;TFM;PNC Oil (Pty) Ltd
2025/10/30;2357;TFM;ElectroCam Projects (Pty) Ltd
2025/10/30;2585;TFM;PNC Oil (Pty) Ltd
2025/10/30;2639;TFM;DMX Electrical
2025/10/30;3111;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/30;3111;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/30;3111;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/10/30;3274;TFM;Winding Technologies (Pty) Ltd
2025/10/30;3772;TFM;Electrical Substation Services
2025/10/30;4891;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/10/30;5582;TFM;Marc Transformers (Pty) Ltd
2025/10/30;5861;TFM;Octagon Power
2025/10/30;7076;TFM;AMP Switchgear & Maintenance CC T/A AMP Transformers
2025/10/30;7367;TFM;Advance Power Solutions
2025/10/30;7367;TFM;PNC Oil (Pty) Ltd
2025/10/30;7785;TFM;PNC Oil (Pty) Ltd
2025/10/30;11785;TFM;Transformer Tech Repair
2025/10/30;11957;TFM;Bangwanati Engineering
2025/10/30;12278;TFM;PNC Oil (Pty) Ltd
2025/10/30;13261;TFM;AM Transformer Services (Pty) Ltd
2025/10/30;17392;TFM;Octagon Power
2025/10/30;23657;TFM;AMP Switchgear & Maintenance CC T/A AMP Transformers
2025/10/30;29468;TFM;Y2K Inspections (Pty) Ltd
2025/10/30;99774;TFM;Masizimele Projects
2025/10/31;118;TFM;AMP Switchgear & Maintenance CC T/A AMP Transformers
2025/10/31;139;TFM;Elwin Transformers & Switchgear
2025/10/31;557;TFM;Jas Engineering CC
2025/10/31;650;TFM;Tranquil Predictive Solutions CC
2025/10/31;875;TFM;Jas Engineering CC
2025/10/31;888;TFM;Savanna Engineering
2025/10/31;1087;TFM;Isivuvu Technical Solutions
2025/10/31;1087;TFM;Ukwazi Engineering (Pty) Ltd
2025/10/31;1087;TFM;Ukwazi Engineering (Pty) Ltd
2025/10/31;1299;TFM;Jas Engineering CC
2025/10/31;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/10/31;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/10/31;1670;TFM;Betach (Pty) Ltd
2025/10/31;2357;TFM;Jas Engineering CC
2025/10/31;2619;TFM;QP Electrical CC t/a Ngwenyama
2025/10/31;2619;TFM;QP Electrical CC t/a Ngwenyama
2025/10/31;2747;TFM;Deltatech CC
2025/10/31;3929;TFM;QP Electrical CC t/a Ngwenyama
2025/10/31;5239;TFM;QP Electrical CC t/a Ngwenyama
2025/10/31;7437;TFM;Blackbird Trading 405 (Pty) Ltd T/A Tecc Oil
2025/10/31;9741;TFM;Perfect Filtration (Pty) Ltd
2025/10/31;10314;TFM;Advance Power Solutions
2025/10/31;13097;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;95;TFM;DMX Electrical
2025/11/06;175;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;219;TFM;ACDC Eswatini T/A MANS Engineering
2025/11/06;219;TFM;SDG Technologies (Pty) Ltd
2025/11/06;219;TFM;Xpedite Power (Pty) Ltd
2025/11/06;350;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;650;TFM;Tranquil Predictive Solutions CC
2025/11/06;700;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;978;TFM;Filteg Power Industries CC
2025/11/06;978;TFM;Filteg Power Industries CC
2025/11/06;1299;TFM;Tranquil Predictive Solutions CC
2025/11/06;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;1473;TFM;Spiph Transformers (Pty) Ltd
2025/11/06;1555;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/06;1555;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/06;1637;TFM;Sky City Trading
2025/11/06;1750;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;1949;TFM;Tranquil Predictive Solutions CC
2025/11/06;1957;TFM;Filteg Power Industries CC
2025/11/06;1957;TFM;Filteg Power Industries CC
2025/11/06;2592;TFM;Avec Transformer Services (Pty) Ltd
2025/11/06;2930;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/06;2930;TFM;Marc Transformers (Pty) Ltd
2025/11/06;2935;TFM;Filteg Power Industries CC
2025/11/06;2935;TFM;Filteg Power Industries CC
2025/11/06;3111;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/06;3929;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;3997;TFM;Matlakse
2025/11/06;4014;TFM;Gakennoshi Power Projects
2025/11/06;4666;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/06;4666;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/06;5239;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;5239;TFM;QP Electrical CC t/a Ngwenyama
2025/11/06;6549;TFM;Tranquil Predictive Solutions CC
2025/11/06;9823;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/11/06;10314;TFM;Lifestyle Mining
2025/11/06;17108;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/06;18479;TFM;Octagon Power
2025/11/06;30942;TFM;Sisu Trading (Pty) Ltd
2025/11/06;37981;TFM;QP Electrical CC t/a Ngwenyama
2025/11/08;125;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/11/08;125;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/11/08;125;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/11/08;278;TFM;Total Substation Services
2025/11/08;437;TFM;Viking Oil Solutions
2025/11/08;437;TFM;Jas Engineering CC
2025/11/08;437;TFM;Quality Proof Electrical CC
2025/11/08;583;TFM;DMX Electrical
2025/11/08;656;TFM;Viking Oil Solutions
2025/11/08;834;TFM;Acticell CC
2025/11/08;1038;TFM;Advance Power Solutions
2025/11/08;1228;TFM;PNC Oil (Pty) Ltd
2025/11/08;1228;TFM;PNC Oil (Pty) Ltd
2025/11/08;1392;TFM;Perfect Filtration (Pty) Ltd
2025/11/08;1471;TFM;Star Delta Transformers (Pty) Ltd
2025/11/08;1555;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/08;1599;TFM;AM Transformer Services (Pty) Ltd
2025/11/08;1637;TFM;PD Otto
2025/11/08;1637;TFM;Tri-Matla Group (Pty) Ltd
2025/11/08;1637;TFM;Zufi Engineering (Pty) Ltd
2025/11/08;1739;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/08;1949;TFM;MMI Power
2025/11/08;2088;TFM;Transformer Trading and Repairs CC
2025/11/08;2208;TFM;Deltatech CC
2025/11/08;2639;TFM;DMX Electrical
2025/11/08;2783;TFM;Perfect Filtration (Pty) Ltd
2025/11/08;2930;TFM;PNC Oil (Pty) Ltd
2025/11/08;2930;TFM;Y2K Inspections (Pty) Ltd
2025/11/08;2975;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/08;3274;TFM;Siza Wonke Electrical
2025/11/08;3613;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/08;3684;TFM;PNC Oil (Pty) Ltd
2025/11/08;3718;TFM;Blackbird Trading 405 (Pty) Ltd T/A Tecc Oil
2025/11/08;3914;TFM;Perfect Filtration (Pty) Ltd
2025/11/08;4226;TFM;Platinum Controls Engineering & Services
2025/11/08;4413;TFM;Star Delta Transformers (Pty) Ltd
2025/11/08;4670;TFM;Perfect Filtration (Pty) Ltd
2025/11/08;4677;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/08;5574;TFM;ICU Electrical CC
2025/11/08;6130;TFM;Mikarie CC T/A Transformer Solutions
2025/11/08;6549;TFM;Lithendo Projects
2025/11/08;7225;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/11/08;7367;TFM;PNC Oil (Pty) Ltd
2025/11/08;9496;TFM;Acticell CC
2025/11/08;10380;TFM;H.M. Transformer Service CC
2025/11/08;12383;TFM;ICU Electrical CC
2025/11/08;16371;TFM;Marc Transformers (Pty) Ltd
2025/11/08;16699;TFM;Perfect Filtration (Pty) Ltd
2025/11/08;18063;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/11/08;18418;TFM;PNC Oil (Pty) Ltd
2025/11/08;30436;TFM;Marthinusen and Coutts
2025/11/08;32743;TFM;Raiju Electrical Solutions
2025/11/08;48126;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/11/08;50251;TFM;Spiph Transformers (Pty) Ltd
2025/11/08;66795;TFM;Kwena Laboratories
2025/11/09;570;TFM;Phesa
2025/11/10;175;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;175;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;175;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;175;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;350;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;583;TFM;E-multi
2025/11/10;650;TFM;Semeg
2025/11/10;650;TFM;Jas Engineering CC
2025/11/10;1050;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;1637;TFM;Sky City Trading
2025/11/10;3929;TFM;QP Electrical CC t/a Ngwenyama
2025/11/10;5435;TFM;ICU Electrical CC
2025/11/10;5861;TFM;PNC Oil (Pty) Ltd
2025/11/11;376;TFM;AM Transformer Services (Pty) Ltd
2025/11/11;654;TFM;Marthinusen and Coutts
2025/11/11;1576;TFM;Yellotec
2025/11/11;1637;TFM;Boratech Energy Group
2025/11/11;1806;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/11/11;4175;TFM;AMP Switchgear & Maintenance CC T/A AMP Transformers
2025/11/11;5196;TFM;Tranquil Predictive Solutions CC
2025/11/11;20653;TFM;Marthinusen and Coutts
2025/11/11;45984;TFM;Advance Power Solutions
2025/11/12;814;TFM;Kamal Cisco Cape Town
2025/11/12;2474;TFM;Simplex Africa (Pty) Ltd
2025/11/12;23803;TFM;Consolidated Wire Industries (Pty) Ltd
2025/11/13;219;TFM;Quality Proof Electrical CC
2025/11/13;251;TFM;Khangwe Intelligent Technology Solutions (Pty) Ltd
2025/11/13;656;TFM;Viking Oil Solutions
2025/11/13;919;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/13;1178;TFM;Advance Power Solutions
2025/11/13;1479;TFM;SGS South Africa Pty Ltd
2025/11/13;1668;TFM;Acticell CC
2025/11/13;1668;TFM;Acticell CC
2025/11/13;1745;TFM;Vally De Souza Electrical CC
2025/11/13;2357;TFM;Total Substation Services
2025/11/13;2364;TFM;Perfect Filtration (Pty) Ltd
2025/11/13;2598;TFM;Tranquil Predictive Solutions CC
2025/11/13;2947;TFM;QJ Inspection and Consulting Services (Pty) Ltd
2025/11/13;3929;TFM;QP Electrical CC t/a Ngwenyama
2025/11/13;5861;TFM;Perfect Filtration (Pty) Ltd
2025/11/13;6073;TFM;Deltatech CC
2025/11/13;6549;TFM;JBN Power Group
2025/11/13;7144;TFM;Perfect Filtration (Pty) Ltd
2025/11/13;8186;TFM;FS Electrical
2025/11/13;10601;TFM;Marthinusen and Coutts
2025/11/13;15025;TFM;QP Electrical CC t/a Ngwenyama
2025/11/14;204;TFM;Dynamic MV Solutions
2025/11/14;355;TFM;Perfect Filtration (Pty) Ltd
2025/11/14;444;TFM;Wimann Electrical
2025/11/14;501;TFM;Advance Power Solutions
2025/11/14;583;TFM;DMX Electrical
2025/11/14;583;TFM;DMX Electrical
2025/11/14;1555;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/14;1555;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/14;1591;TFM;Exone Oil Purification
2025/11/14;6958;TFM;Perfect Filtration (Pty) Ltd
2025/11/14;8186;TFM;Dynamic MV Solutions
2025/11/14;8696;TFM;Uheshe Inspections (Pty) Ltd
2025/11/14;9002;TFM;Anglo Oil Filtration (Pty) Ltd
2025/11/14;9709;TFM;Marc Transformers (Pty) Ltd
2025/11/17;139;TFM;F & E Transformers
2025/11/17;175;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;358;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/17;437;TFM;Elwin Transformers & Switchgear
2025/11/17;585;TFM;Mikarie CC T/A Transformer Solutions
2025/11/17;875;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;978;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;1310;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;1531;TFM;Novas Lubricants (Pty) Ltd
2025/11/17;1957;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/17;2174;TFM;Wimann Electrical
2025/11/17;2619;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;2619;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;2619;TFM;QP Electrical CC t/a Ngwenyama
2025/11/17;2935;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/17;2975;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/17;3274;TFM;FS Electrical
2025/11/17;3897;TFM;Jas Engineering CC
2025/11/17;5419;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/17;23530;TFM;Bash Electrical
2025/11/17;30706;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/18;139;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/18;204;TFM;OPM Industrial
2025/11/18;278;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/18;278;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/18;376;TFM;AM Transformer Services (Pty) Ltd
2025/11/18;583;TFM;DMX Electrical
2025/11/18;650;TFM;Cosmic Electrical CC
2025/11/18;1087;TFM;Roshqott (Pty) Ltd
2025/11/18;1199;TFM;Matlakse
2025/11/18;1392;TFM;AMP Switchgear & Maintenance CC T/A AMP Transformers
2025/11/18;1473;TFM;Y2K Inspections (Pty) Ltd
2025/11/18;1637;TFM;Finish Line Technologies PTY Ltd
2025/11/18;4666;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/18;4911;TFM;FS Electrical
2025/11/18;5435;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/18;8186;TFM;Quality Proof Electrical CC
2025/11/18;16371;TFM;Jay W Technical Services
2025/11/18;22265;TFM;Perfect Filtration (Pty) Ltd
2025/11/20;1193;TFM;FCR MOZ LDA
2025/11/20;2888;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/11/20;3155;TFM;RWW Engineering (Pty) Ltd
2025/11/20;8155;TFM;FCR MOZ LDA
2025/11/20;10211;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/11/20;12278;TFM;Hydraulic Systems Engineering t/a Global Transformer Services
2025/11/20;103139;TFM;Y2K Inspections (Pty) Ltd
2025/11/21;208;TFM;Malaysian Switchgear Distributors (Pty) Ltd
2025/11/21;437;TFM;PNC Oil (Pty) Ltd
2025/11/21;525;TFM;Eya Bantu Professional Services (Pty) Ltd
2025/11/21;583;TFM;DMX Electrical
2025/11/21;583;TFM;DMX Electrical
2025/11/21;650;TFM;Tranquil Predictive Solutions CC
2025/11/21;650;TFM;EHL Engineering Group
2025/11/21;656;TFM;Viking Oil Solutions (Pty) Ltd
2025/11/21;716;TFM;Transformer Tech Repair
2025/11/21;875;TFM;Novas Lubricants (Pty) Ltd
2025/11/21;1044;TFM;PNC Oil (Pty) Ltd
2025/11/21;1637;TFM;FST Technical Services CC
2025/11/21;1637;TFM;Nikham Rotating Equipment Monitoring (Pty) Ltd
2025/11/21;2935;TFM;Henque 1579 (PTY) LTD T/A Switchgear
2025/11/21;3684;TFM;PNC Oil (Pty) Ltd
2025/11/21;3684;TFM;PNC Oil (Pty) Ltd
